Date,Open,High,Low,Close,Adj Close,Volume
13/06/2012,1608.199951,1622.400024,1608.199951,1618.099976,1618.099976,655
14/06/2012,1621.199951,1626.400024,1610.099976,1618.400024,1618.400024,493
15/06/2012,1624.300049,1630,1621.5,1627,1627,1015
17/06/2012,null,null,null,null,null,null
18/06/2012,1622.599976,1627.599976,1615,1625.699951,1625.699951,246
19/06/2012,1629.800049,1630.699951,1622,1622.199951,1622.199951,32
20/06/2012,1618.300049,1618.300049,1601.300049,1614.800049,1614.800049,140
21/06/2012,1603.199951,1603.300049,1564.5,1564.5,1564.5,29
22/06/2012,1565.5,1568.400024,1560,1566,1566,16
24/06/2012,null,null,null,null,null,null
25/06/2012,1574.900024,1587.5,1571,1587.5,1587.5,32
26/06/2012,1583.5,1583.5,1567.699951,1574,1574,104
27/06/2012,1567,1577.5,1563,1577.5,1577.5,220
28/06/2012,1573.699951,1573.699951,1548.400024,1549.699951,1549.699951,133
29/06/2012,1562.599976,1603.5,1561.900024,1603.5,1603.5,61
1/07/2012,null,null,null,null,null,null
2/07/2012,1597.099976,1598.300049,1589.699951,1597.199951,1597.199951,35
3/07/2012,null,null,null,null,null,null
5/07/2012,1618.5,1619.199951,1598,1608.900024,1608.900024,27
6/07/2012,1592.300049,1593.800049,1578.400024,1578.400024,1578.400024,15
8/07/2012,null,null,null,null,null,null
9/07/2012,1582.099976,1588.599976,1580.900024,1588.599976,1588.599976,5
10/07/2012,1599.199951,1599.800049,1567.599976,1579.300049,1579.300049,12
11/07/2012,1577.400024,1579.5,1575.199951,1575.199951,1575.199951,12
12/07/2012,1569.300049,1574.699951,1557.199951,1564.900024,1564.900024,44
13/07/2012,1567.800049,1594.099976,1567.800049,1591.599976,1591.599976,26
15/07/2012,null,null,null,null,null,null
16/07/2012,1586.199951,1591.199951,1585.800049,1591.199951,1591.199951,7
17/07/2012,1596,1596,1576.300049,1589.099976,1589.099976,27
18/07/2012,1581.199951,1583.699951,1569.900024,1570.400024,1570.400024,30
19/07/2012,1580,1586.900024,1578.400024,1580.099976,1580.099976,60
20/07/2012,1583.900024,1584.400024,1576.099976,1582.5,1582.5,5
22/07/2012,null,null,null,null,null,null
23/07/2012,1571.699951,1577.099976,1569.800049,1577.099976,1577.099976,4
24/07/2012,1574,1581.900024,1574,1576,1576,9
25/07/2012,1583.699951,1608,1583.300049,1608,1608,12
26/07/2012,1614.900024,1615,1614.099976,1615,1615,7
27/07/2012,1613.400024,1617.900024,1613.400024,1617.900024,1617.900024,197976
29/07/2012,null,null,null,null,null,null
30/07/2012,1622.900024,1625.800049,1613.099976,1619.699951,1619.699951,52890
31/07/2012,1621.099976,1627.5,1610,1610.5,1610.5,6281
1/08/2012,1613.400024,1617.199951,1592,1603.699951,1603.699951,3530
2/08/2012,1600,1615,1583.099976,1587.400024,1587.400024,933
3/08/2012,1589.300049,1606,1585.099976,1606,1606,676
5/08/2012,null,null,null,null,null,null
6/08/2012,1604.699951,1614.099976,1603.199951,1612.900024,1612.900024,662
7/08/2012,1610.800049,1615.699951,1609.300049,1609.699951,1609.699951,449
8/08/2012,1610.199951,1614.800049,1603,1612.900024,1612.900024,341
9/08/2012,1612.800049,1617.199951,1610.099976,1617.099976,1617.099976,433
10/08/2012,1615.800049,1624.099976,1605,1619.699951,1619.699951,1219
12/08/2012,null,null,null,null,null,null
13/08/2012,1622,1623.699951,1607.300049,1609.599976,1609.599976,402
14/08/2012,1612.800049,1615.599976,1591.199951,1599.400024,1599.400024,910
15/08/2012,1593.800049,1604.599976,1592,1603.699951,1603.699951,280
16/08/2012,1600.199951,1616.099976,1600.199951,1616.099976,1616.099976,199
17/08/2012,1617.800049,1617.800049,1611.400024,1616.300049,1616.300049,249
19/08/2012,null,null,null,null,null,null
20/08/2012,1614,1621.400024,1611.599976,1620.099976,1620.099976,68
21/08/2012,1620,1639.900024,1620,1639.900024,1639.900024,258
22/08/2012,1638.400024,1653.099976,1635,1637.400024,1637.400024,37
23/08/2012,1659.900024,1672.699951,1658,1669.599976,1669.599976,141
24/08/2012,1665.800049,1669.800049,1662.199951,1669.800049,1669.800049,24
26/08/2012,null,null,null,null,null,null
27/08/2012,1674.900024,1674.900024,1663.900024,1672.400024,1672.400024,42
28/08/2012,1659.900024,1671,1659.199951,1666.5,1666.5,51
29/08/2012,1667.199951,1667.300049,1659.800049,1659.800049,1659.800049,403
30/08/2012,1655.400024,1662,1650.699951,1653.5,1653.5,418
31/08/2012,1658.599976,1690,1646.199951,1684.599976,1684.599976,58
2/09/2012,null,null,null,null,null,null
4/09/2012,1689.099976,1698,1687.699951,1692.900024,1692.900024,43
5/09/2012,1690.400024,1693.300049,1690.400024,1690.800049,1690.800049,82
6/09/2012,1696.400024,1712.400024,1696.400024,1702.599976,1702.599976,39
7/09/2012,1696.699951,1738.199951,1696.699951,1737.5,1737.5,109
9/09/2012,null,null,null,null,null,null
10/09/2012,1733.099976,1733.5,1727.199951,1728.699951,1728.699951,14
11/09/2012,1736,1736,1731.800049,1731.800049,1731.800049,2
12/09/2012,1742.199951,1742.300049,1730.5,1730.599976,1730.599976,15
13/09/2012,1728.699951,1769.099976,1728.699951,1769.099976,1769.099976,33
14/09/2012,1771,1774.5,1766,1769.800049,1769.800049,25
16/09/2012,null,null,null,null,null,null
17/09/2012,1774.800049,1774.800049,1753.800049,1767.699951,1767.699951,54
18/09/2012,1766.300049,1768.400024,1766.300049,1768.400024,1768.400024,13
19/09/2012,1776,1778.5,1768,1769,1769,27
20/09/2012,1769.099976,1771.300049,1760.599976,1767.699951,1767.699951,17
21/09/2012,1785.300049,1785.300049,1772.300049,1775.5,1775.5,10
23/09/2012,null,null,null,null,null,null
24/09/2012,1762.099976,1762.099976,1762.099976,1762.099976,1762.099976,4
25/09/2012,1772.599976,1772.699951,1763.800049,1763.800049,1763.800049,5
26/09/2012,1762.800049,1764.199951,1743,1750.599976,1750.599976,15237
27/09/2012,1752.599976,1780.199951,1750.699951,1777.599976,1777.599976,6989
28/09/2012,1776.800049,1782.199951,1767.5,1771.099976,1771.099976,2839
30/09/2012,null,null,null,null,null,null
1/10/2012,1766,1791,1763.300049,1780.5,1780.5,816
2/10/2012,1777.900024,1779.300049,1772.699951,1772.699951,1772.699951,94
3/10/2012,1772.199951,1779.900024,1771.900024,1777.300049,1777.300049,134
4/10/2012,1783.5,1794.800049,1783.5,1794.099976,1794.099976,199
5/10/2012,1792.199951,1792.199951,1776.599976,1778.599976,1778.599976,257
7/10/2012,null,null,null,null,null,null
8/10/2012,1778,1778,1766.800049,1773.5,1773.5,33
9/10/2012,1776.699951,1776.699951,1762.300049,1763,1763,24
10/10/2012,1762.400024,1764.199951,1758.099976,1763.199951,1763.199951,29
11/10/2012,1761.599976,1771,1761.599976,1768.800049,1768.800049,30
12/10/2012,1769.5,1769.5,1753.599976,1758,1758,84
14/10/2012,null,null,null,null,null,null
15/10/2012,1750,1750,1729.900024,1736,1736,108
16/10/2012,1736.699951,1744.699951,1736.599976,1744.699951,1744.699951,15
17/10/2012,1749.400024,1751.5,1746,1751.5,1751.5,36
18/10/2012,1749.099976,1749.099976,1740.5,1743.300049,1743.300049,27
19/10/2012,1741.099976,1741.099976,1721,1722.800049,1722.800049,70
21/10/2012,null,null,null,null,null,null
22/10/2012,1715,1728.300049,1715,1725.099976,1725.099976,12
23/10/2012,1726.599976,1726.599976,1708.300049,1708.300049,1708.300049,75
24/10/2012,1708.400024,1708.5,1698.599976,1700.5,1700.5,27
25/10/2012,1711.699951,1716.699951,1711.699951,1712,1712,33
26/10/2012,1706.099976,1716.199951,1706.099976,1710.900024,1710.900024,77
28/10/2012,null,null,null,null,null,null
31/10/2012,1714.400024,1724.5,1714.400024,1717.5,1717.5,64
1/11/2012,1722.300049,1725.099976,1714.099976,1714.099976,1714.099976,24
2/11/2012,1711.300049,1711.300049,1674.099976,1674.099976,1674.099976,50
4/11/2012,null,null,null,null,null,null
5/11/2012,1682.800049,1683.099976,1674.300049,1682.199951,1682.199951,7
6/11/2012,1690.099976,1718,1690.099976,1714.099976,1714.099976,47
7/11/2012,1707.699951,1726.5,1703.699951,1713.199951,1713.199951,42
8/11/2012,1715.900024,1725.400024,1714.199951,1725.400024,1725.400024,34
9/11/2012,1733.699951,1734.099976,1727.599976,1730.300049,1730.300049,6
11/11/2012,null,null,null,null,null,null
12/11/2012,1733.199951,1733.400024,1730.300049,1730.300049,1730.300049,6
13/11/2012,1721.599976,1728.199951,1718.5,1724.199951,1724.199951,12
14/11/2012,1722,1729.5,1722,1729.5,1729.5,11
15/11/2012,1724.900024,1724.900024,1706.300049,1713.300049,1713.300049,10
16/11/2012,1710,1714.300049,1706.900024,1714.300049,1714.300049,16
18/11/2012,null,null,null,null,null,null
19/11/2012,1721.800049,1734,1721.800049,1734,1734,4
20/11/2012,1730.599976,1731.099976,1722.5,1723.199951,1723.199951,21
21/11/2012,1725.800049,1727.900024,1725.800049,1727.900024,1727.900024,23
23/11/2012,null,null,null,null,null,null
25/11/2012,null,null,null,null,null,null
26/11/2012,1750.300049,1750.5,1749.400024,1749.5,1749.5,24
27/11/2012,1746.400024,1746.400024,1742.199951,1742.199951,1742.199951,7
28/11/2012,1739.800049,1739.800049,1716.5,1716.5,1716.5,276136
29/11/2012,1719.599976,1729,1717.699951,1727.199951,1727.199951,65599
30/11/2012,1725.199951,1731.199951,1708.400024,1710.900024,1710.900024,3690
2/12/2012,null,null,null,null,null,null
3/12/2012,1714.900024,1721.900024,1714.5,1719.599976,1719.599976,1238
4/12/2012,1716.300049,1716.800049,1691.599976,1694.400024,1694.400024,1428
5/12/2012,1697.099976,1706,1685,1692.400024,1692.400024,1262
6/12/2012,1694.300049,1702.099976,1686.400024,1700.300049,1700.300049,525
7/12/2012,1701.199951,1704.5,1684,1704,1704,169
9/12/2012,null,null,null,null,null,null
10/12/2012,1704.199951,1717,1704.199951,1713,1713,88
11/12/2012,1710,1714.099976,1705.900024,1708.199951,1708.199951,88
12/12/2012,1710.099976,1722.300049,1708,1716.599976,1716.599976,195
13/12/2012,1707.199951,1707.199951,1689.900024,1695.599976,1695.599976,240
14/12/2012,1698.300049,1699.199951,1694.400024,1695.800049,1695.800049,72
16/12/2012,null,null,null,null,null,null
17/12/2012,1690.5,1698.5,1689.5,1697,1697,65
18/12/2012,1701.400024,1702.800049,1661,1669.5,1669.5,501
19/12/2012,1675.300049,1676,1664.599976,1666.5,1666.5,76
20/12/2012,1667.900024,1671,1637.599976,1644.900024,1644.900024,158
21/12/2012,1648,1659.099976,1635.800049,1659.099976,1659.099976,78
23/12/2012,null,null,null,null,null,null
24/12/2012,null,null,null,null,null,null
26/12/2012,1654.5,1666.699951,1654.5,1659.800049,1659.800049,73
27/12/2012,1656.199951,1662.599976,1656.199951,1662.599976,1662.599976,446
28/12/2012,1664,1664,1653.699951,1654.900024,1654.900024,197
30/12/2012,null,null,null,null,null,null
31/12/2012,1655.400024,1677.099976,1655.400024,1674.800049,1674.800049,89
2/01/2013,1672.800049,1693.800049,1670,1687.900024,1687.900024,35
3/01/2013,1686.099976,1686.800049,1662,1673.699951,1673.699951,140
4/01/2013,1647,1658.300049,1625.699951,1648.099976,1648.099976,199
6/01/2013,null,null,null,null,null,null
7/01/2013,1656.5,1659.900024,1643.800049,1645.5,1645.5,49
8/01/2013,1647.699951,1661.5,1647.699951,1661.5,1661.5,17
9/01/2013,1658.599976,1662.099976,1651.900024,1654.800049,1654.800049,9
10/01/2013,1672.5,1677.300049,1672.5,1677.300049,1677.300049,9
11/01/2013,1673.099976,1673.099976,1654.199951,1660,1660,147
13/01/2013,null,null,null,null,null,null
14/01/2013,1665.400024,1673.800049,1664.099976,1668.900024,1668.900024,10
15/01/2013,1671.599976,1684.300049,1671.599976,1683.400024,1683.400024,20
16/01/2013,1674.400024,1682.699951,1674.400024,1682.699951,1682.699951,11
17/01/2013,1676.400024,1694.599976,1671,1690.400024,1690.400024,81
18/01/2013,1687.400024,1692,1686.599976,1686.599976,1686.599976,14
20/01/2013,null,null,null,null,null,null
22/01/2013,1690.300049,1694.699951,1687.800049,1692.800049,1692.800049,15
23/01/2013,1691.300049,1693.699951,1685.199951,1686.300049,1686.300049,28
24/01/2013,1680.800049,1681.699951,1668,1669.5,1669.5,13
25/01/2013,1663,1663,1656.400024,1656.400024,1656.400024,44
27/01/2013,null,null,null,null,null,null
28/01/2013,1651.599976,1655.5,1651.599976,1652.400024,1652.400024,82
29/01/2013,1661.199951,1661.5,1660.699951,1660.699951,1660.699951,145863
30/01/2013,1662.400024,1683,1661.800049,1679.900024,1679.900024,44893
31/01/2013,1675.400024,1680,1657.400024,1660.599976,1660.599976,6044
1/02/2013,1663.900024,1681.199951,1659.900024,1669.400024,1669.400024,3250
3/02/2013,null,null,null,null,null,null
4/02/2013,1668,1676.5,1661.599976,1675.300049,1675.300049,450
5/02/2013,1674.199951,1683.400024,1666.5,1672.400024,1672.400024,353
6/02/2013,1672.199951,1678.5,1668,1677.699951,1677.699951,376
7/02/2013,1677,1682.099976,1663.099976,1670.400024,1670.400024,475
8/02/2013,1671.5,1672.5,1664.800049,1666,1666,289
10/02/2013,null,null,null,null,null,null
11/02/2013,1666.5,1668,1643.699951,1648.199951,1648.199951,868
12/02/2013,1643.800049,1650.400024,1642.400024,1648.699951,1648.699951,85
13/02/2013,1652.199951,1652.300049,1640.199951,1644.199951,1644.199951,236
14/02/2013,1641.099976,1646.900024,1632.699951,1634.699951,1634.699951,219
15/02/2013,1633.199951,1633.900024,1599.5,1608.800049,1608.800049,460
17/02/2013,null,null,null,null,null,null
19/02/2013,1610,1617,1599.699951,1603.599976,1603.599976,272
20/02/2013,1604.699951,1606.900024,1561.800049,1577.599976,1577.599976,278
21/02/2013,1568.5,1581.199951,1555.199951,1578.199951,1578.199951,2019
22/02/2013,1580,1585.400024,1572.400024,1572.400024,1572.400024,76
24/02/2013,null,null,null,null,null,null
25/02/2013,1579.400024,1596,1577.699951,1586.199951,1586.199951,118
26/02/2013,1593.300049,1615.199951,1589,1615.199951,1615.199951,1158
27/02/2013,1612.800049,1612.800049,1591.800049,1595.199951,1595.199951,700
28/02/2013,1596,1601.599976,1575.099976,1577.699951,1577.699951,102
1/03/2013,1579.599976,1585.599976,1566,1571.900024,1571.900024,68
3/03/2013,null,null,null,null,null,null
4/03/2013,1580.800049,1580.800049,1569.699951,1572.099976,1572.099976,64
5/03/2013,1577.599976,1585.5,1571.400024,1574.599976,1574.599976,65
6/03/2013,1577.599976,1582.599976,1566.800049,1574.599976,1574.599976,106
7/03/2013,1580,1583.5,1573.900024,1574.800049,1574.800049,52
8/03/2013,1578.599976,1581.199951,1561.800049,1576.599976,1576.599976,68
10/03/2013,null,null,null,null,null,null
11/03/2013,1576,1579.699951,1576,1577.800049,1577.800049,1115
12/03/2013,1579.800049,1595.599976,1579.800049,1591.5,1591.5,159
13/03/2013,1592.300049,1596,1585,1588.300049,1588.300049,396
14/03/2013,1585.699951,1590.599976,1575.699951,1590.599976,1590.599976,137
15/03/2013,1590.5,1594.400024,1590.199951,1592.5,1592.5,11
17/03/2013,null,null,null,null,null,null
18/03/2013,1605.900024,1607.699951,1601.599976,1604.599976,1604.599976,613
19/03/2013,1613.099976,1613.099976,1611.300049,1611.300049,1611.300049,202
20/03/2013,1610,1612.5,1606.199951,1607.5,1607.5,5
21/03/2013,1612.800049,1613.800049,1611.900024,1613.800049,1613.800049,7
22/03/2013,1611,1611,1604.099976,1606.199951,1606.199951,101
24/03/2013,null,null,null,null,null,null
25/03/2013,1607.099976,1607.800049,1596.099976,1604.599976,1604.599976,27
26/03/2013,1595.800049,1595.800049,1595.800049,1595.800049,1595.800049,165484
27/03/2013,1598.5,1608.099976,1590.300049,1606.199951,1606.199951,50450
28/03/2013,1604.699951,1606.599976,1593.599976,1594.800049,1594.800049,4717
29/03/2013,null,null,null,null,null,null
31/03/2013,null,null,null,null,null,null
1/04/2013,1596.800049,1600.5,1594.800049,1600,1600,688
2/04/2013,1599.199951,1602.599976,1574.099976,1575.099976,1575.099976,2289
3/04/2013,1575.699951,1576.400024,1549.199951,1552.800049,1552.800049,2171
4/04/2013,1557.300049,1557.300049,1539.099976,1551.800049,1551.800049,829
5/04/2013,1553.199951,1580.599976,1550.099976,1575.400024,1575.400024,1184
7/04/2013,null,null,null,null,null,null
8/04/2013,1575.800049,1577.800049,1567.800049,1572,1572,101
9/04/2013,1571.599976,1589.300049,1570,1586.199951,1586.199951,215
10/04/2013,1584.400024,1586,1557,1558.300049,1558.300049,359
11/04/2013,1557.099976,1566.699951,1554.800049,1564.300049,1564.300049,1070
12/04/2013,1560.800049,1560.800049,1480.199951,1501,1501,881
14/04/2013,null,null,null,null,null,null
15/04/2013,1478.199951,1487.400024,1338,1360.599976,1360.599976,1309
16/04/2013,1358,1401,1323,1386.800049,1386.800049,619
17/04/2013,1373.199951,1394.199951,1370.199951,1382.199951,1382.199951,92
18/04/2013,1347.5,1396.400024,1347.5,1392,1392,57
19/04/2013,1419.300049,1420.300049,1395.099976,1395.300049,1395.300049,241
21/04/2013,null,null,null,null,null,null
22/04/2013,1406.800049,1434.900024,1406.800049,1421,1421,70
23/04/2013,1429.5,1429.5,1405.800049,1408.599976,1408.599976,334
24/04/2013,1423.199951,1430.099976,1420.400024,1423.400024,1423.400024,138
25/04/2013,1433,1461.800049,1433,1461.800049,1461.800049,222
26/04/2013,1467.400024,1476.199951,1451.400024,1453.599976,1453.599976,976
28/04/2013,null,null,null,null,null,null
29/04/2013,1462.699951,1475.5,1462.300049,1467.400024,1467.400024,269
30/04/2013,1471.099976,1476.599976,1461,1472.199951,1472.199951,534
1/05/2013,1475.800049,1477.099976,1440,1446.300049,1446.300049,131
2/05/2013,1459,1471.199951,1453.5,1467.699951,1467.699951,244
3/05/2013,1465.5,1487.099976,1461.400024,1464.300049,1464.300049,68
5/05/2013,null,null,null,null,null,null
6/05/2013,1468.099976,1477.199951,1466.800049,1468.099976,1468.099976,33
7/05/2013,1462,1466.199951,1441.199951,1449,1449,91
8/05/2013,1455.5,1474.699951,1450.699951,1473.900024,1473.900024,81
9/05/2013,1471.199951,1473.400024,1453,1468.800049,1468.800049,27
10/05/2013,1455.599976,1459.300049,1423,1436.800049,1436.800049,569
12/05/2013,null,null,null,null,null,null
13/05/2013,1440,1440.599976,1427.800049,1434.5,1434.5,344
14/05/2013,1430.099976,1444.400024,1422,1424.699951,1424.699951,72
15/05/2013,1425.699951,1425.699951,1390.099976,1396.5,1396.5,364
16/05/2013,1390.400024,1395.099976,1370.599976,1387.099976,1387.099976,38
17/05/2013,1386.699951,1391.099976,1359.099976,1364.900024,1364.900024,50
19/05/2013,null,null,null,null,null,null
20/05/2013,1342.900024,1387.5,1342.900024,1384.300049,1384.300049,21
21/05/2013,1386.5,1392.300049,1358.5,1377.800049,1377.800049,51
22/05/2013,1387.199951,1395.699951,1364.5,1367.599976,1367.599976,14
23/05/2013,1380.599976,1394.800049,1377.800049,1392,1392,58
24/05/2013,1386.800049,1386.800049,1386.800049,1386.800049,1386.800049,2
26/05/2013,null,null,null,null,null,null
28/05/2013,1380.800049,1390.400024,1379.099976,1379.099976,1379.099976,55
29/05/2013,1391.300049,1391.300049,1391.300049,1391.300049,1391.300049,168665
30/05/2013,1392.099976,1417.5,1388.300049,1411.5,1411.5,45133
31/05/2013,1412.400024,1421.099976,1384.199951,1392.599976,1392.599976,5997
2/06/2013,null,null,null,null,null,null
3/06/2013,1389.099976,1416.300049,1388.300049,1411.699951,1411.699951,1420
4/06/2013,1410.900024,1413.699951,1389,1397.099976,1397.099976,930
5/06/2013,1397.5,1410,1395.599976,1398.400024,1398.400024,1687
6/06/2013,1401.699951,1422.699951,1391.599976,1415.699951,1415.699951,782
7/06/2013,1411.5,1416.099976,1377.900024,1383,1383,1163
9/06/2013,null,null,null,null,null,null
10/06/2013,1378.800049,1386.900024,1375.599976,1386.199951,1386.199951,367
11/06/2013,1384.199951,1384.400024,1366,1377,1377,482
12/06/2013,1375,1393.5,1373.699951,1391.800049,1391.800049,514
13/06/2013,1386.800049,1390.900024,1373.400024,1377.599976,1377.599976,458
14/06/2013,1383.900024,1389.599976,1377.800049,1387.300049,1387.300049,90
16/06/2013,null,null,null,null,null,null
17/06/2013,1390.300049,1390.5,1380,1382.800049,1382.800049,114
18/06/2013,1383.099976,1383.5,1363,1366.599976,1366.599976,346
19/06/2013,1368.099976,1373.599976,1348.099976,1373.599976,1373.599976,198
20/06/2013,1348.099976,1348.099976,1275.400024,1285.900024,1285.900024,712
21/06/2013,1280.400024,1300,1268.900024,1291.599976,1291.599976,456
23/06/2013,null,null,null,null,null,null
24/06/2013,1297.300049,1297.300049,1275.699951,1276.800049,1276.800049,321
25/06/2013,1281.300049,1286,1273.199951,1274.800049,1274.800049,953
26/06/2013,1273.900024,1273.900024,1228.800049,1229.599976,1229.599976,981
27/06/2013,1224.699951,1241.400024,1198.300049,1211.400024,1211.400024,533
28/06/2013,1200.900024,1232.300049,1183.199951,1223.800049,1223.800049,232
30/06/2013,null,null,null,null,null,null
1/07/2013,1234.699951,1261,1234.199951,1255.900024,1255.900024,150
2/07/2013,1254.099976,1266.300049,1241.199951,1243.599976,1243.599976,107
3/07/2013,null,null,null,null,null,null
5/07/2013,1252.699951,1254.099976,1208.900024,1212.900024,1212.900024,72
7/07/2013,null,null,null,null,null,null
8/07/2013,1218.800049,1235.199951,1215.400024,1234.900024,1234.900024,58
9/07/2013,1234.699951,1254.5,1234.400024,1245.900024,1245.900024,33
10/07/2013,1244.599976,1263.900024,1244.599976,1247.400024,1247.400024,58
11/07/2013,1284.599976,1285,1278.900024,1280.099976,1280.099976,18
12/07/2013,1282.300049,1282.300049,1274.300049,1277.800049,1277.800049,6
14/07/2013,null,null,null,null,null,null
15/07/2013,1292.099976,1292.400024,1281.599976,1283.800049,1283.800049,19
16/07/2013,1279.400024,1291.400024,1279.400024,1290.800049,1290.800049,13
17/07/2013,1286.199951,1294.400024,1272.900024,1277.900024,1277.900024,11
18/07/2013,1275.300049,1286.400024,1275.199951,1284.599976,1284.599976,26
19/07/2013,1291.699951,1293.300049,1290,1293.300049,1293.300049,9
21/07/2013,null,null,null,null,null,null
22/07/2013,1317,1336.400024,1317,1336.400024,1336.400024,18
23/07/2013,1334.800049,1342.300049,1327.900024,1335.099976,1335.099976,10
24/07/2013,1342.199951,1343.5,1318.599976,1319.699951,1319.699951,42
25/07/2013,1318.5,1336.800049,1318.5,1329,1329,55
26/07/2013,1326.5,1326.5,1321.699951,1321.699951,1321.699951,66
28/07/2013,null,null,null,null,null,null
29/07/2013,1328.400024,1328.400024,1328.400024,1328.400024,1328.400024,134359
30/07/2013,1327.199951,1329.599976,1316.199951,1324,1324,44769
31/07/2013,1325.5,1338.400024,1304.900024,1312.400024,1312.400024,6252
1/08/2013,1323,1328.5,1306.900024,1311,1311,1562
2/08/2013,1306.699951,1317,1283,1310.599976,1310.599976,1451
4/08/2013,null,null,null,null,null,null
5/08/2013,1311.199951,1318.300049,1297.5,1302.599976,1302.599976,904
6/08/2013,1303,1305.900024,1279.300049,1283.199951,1283.199951,1314
7/08/2013,1282.5,1288.400024,1274,1286.099976,1286.099976,989
8/08/2013,1283.900024,1312.800049,1283.699951,1310.699951,1310.699951,482
9/08/2013,1315.099976,1315.800049,1306.699951,1312.900024,1312.900024,449
11/08/2013,null,null,null,null,null,null
12/08/2013,1317.199951,1342.400024,1317.199951,1334.699951,1334.699951,312
13/08/2013,1331.900024,1339.099976,1320.199951,1321.199951,1321.199951,209
14/08/2013,1317.699951,1336.300049,1317.699951,1334,1334,333
15/08/2013,1340.099976,1369.599976,1319.900024,1361.599976,1361.599976,235
16/08/2013,1366.800049,1378.900024,1361,1371.699951,1371.699951,175
18/08/2013,null,null,null,null,null,null
19/08/2013,1379,1384.400024,1363.900024,1366.199951,1366.199951,139
20/08/2013,1355,1377,1355,1373.099976,1373.099976,123
21/08/2013,1372.5,1377.300049,1360.900024,1370.599976,1370.599976,109
22/08/2013,1362,1380.400024,1362,1371.199951,1371.199951,79
23/08/2013,1376.800049,1398.199951,1373.900024,1395.699951,1395.699951,178
25/08/2013,null,null,null,null,null,null
26/08/2013,1398.599976,1402.800049,1391.300049,1393,1393,203
27/08/2013,1403.800049,1421.099976,1398.699951,1420.599976,1420.599976,397
28/08/2013,1417.300049,1428,1417.300049,1419,1419,489
29/08/2013,1417.400024,1417.400024,1404.5,1412.900024,1412.900024,375
30/08/2013,1407.199951,1409.800049,1392.300049,1396.099976,1396.099976,0
1/09/2013,null,null,null,null,null,null
3/09/2013,1393,1414.400024,1382.300049,1412,1412,139
4/09/2013,1413,1413,1387.099976,1389.900024,1389.900024,104
5/09/2013,1393.5,1397.5,1367.099976,1373.099976,1373.099976,37
6/09/2013,1371,1390.099976,1368.900024,1386.699951,1386.699951,52
8/09/2013,null,null,null,null,null,null
9/09/2013,1389.800049,1389.800049,1386.5,1386.800049,1386.800049,44
10/09/2013,1377.5,1377.5,1357.599976,1364.099976,1364.099976,21
11/09/2013,1365.800049,1365.800049,1356.699951,1363.900024,1363.900024,60
12/09/2013,1360,1360,1322.400024,1330.400024,1330.400024,120
13/09/2013,1322.900024,1323,1305.300049,1308.400024,1308.400024,38
15/09/2013,null,null,null,null,null,null
16/09/2013,1328.400024,1329.599976,1310.800049,1317.900024,1317.900024,107
17/09/2013,1313,1313.099976,1309.5,1309.5,1309.5,24
18/09/2013,1292.099976,1347.699951,1292.099976,1307.800049,1307.800049,29
19/09/2013,1362.900024,1373,1362.900024,1369.400024,1369.400024,35
20/09/2013,1347.5,1347.5,1330.699951,1332.5,1332.5,2
22/09/2013,null,null,null,null,null,null
23/09/2013,1327.099976,1327.800049,1317.599976,1326.900024,1326.900024,78
24/09/2013,1321.199951,1324.900024,1309.400024,1316,1316,61
25/09/2013,1322.699951,1335.900024,1322.699951,1335.900024,1335.900024,51
26/09/2013,1335.199951,1338.300049,1323.599976,1323.599976,1323.599976,13170
27/09/2013,1321.5,1343.800049,1319.699951,1338.400024,1338.400024,2990
29/09/2013,null,null,null,null,null,null
30/09/2013,1345.800049,1350.900024,1322,1326.5,1326.5,597
1/10/2013,1328,1334,1284.5,1286,1286,815
2/10/2013,1288.5,1321,1280,1320.599976,1320.599976,152
3/10/2013,1312,1319.5,1302.5,1317.400024,1317.400024,217
4/10/2013,1316.199951,1318.099976,1305.699951,1309.699951,1309.699951,38
6/10/2013,null,null,null,null,null,null
7/10/2013,1313.800049,1325.400024,1311.800049,1324.800049,1324.800049,84
8/10/2013,1326.5,1330,1321.199951,1324.199951,1324.199951,57
9/10/2013,1317.599976,1319,1295.300049,1306.900024,1306.900024,140
10/10/2013,1303.400024,1310.800049,1285,1296.599976,1296.599976,89
11/10/2013,1286.900024,1291.599976,1263.800049,1268,1268,210
13/10/2013,null,null,null,null,null,null
14/10/2013,1275.800049,1285.800049,1273.900024,1276.400024,1276.400024,61
15/10/2013,1270.5,1283.599976,1254.099976,1273,1273,208
16/10/2013,1282.800049,1284,1269.199951,1282,1282,86
17/10/2013,1307,1322.699951,1307,1322.699951,1322.699951,72
18/10/2013,1318.800049,1326,1312.599976,1314.400024,1314.400024,65
20/10/2013,null,null,null,null,null,null
21/10/2013,1316.800049,1317.699951,1315.699951,1315.699951,1315.699951,23
22/10/2013,1313.900024,1342.599976,1313.900024,1342.5,1342.5,55
23/10/2013,1331.900024,1333.900024,1331.900024,1333.900024,1333.900024,13
24/10/2013,1334.5,1350.199951,1334.5,1350.199951,1350.199951,18
25/10/2013,1346.199951,1353,1346.199951,1352.400024,1352.400024,23
27/10/2013,null,null,null,null,null,null
28/10/2013,1351.400024,1359.199951,1349,1352,1352,23
